,Unnamed: 0.1,Unnamed: 0,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,horizons,agent,Edistance
773,773,2,2,17,100.0,70,39,70,0.2,111,rough,10,per_gpt,2
774,774,3,3,16,67.27279360336192,48,39,70,0.2,111,rough,10,per_gpt,1
775,775,4,4,20,0.0,1,39,70,0.2,111,rough,10,per_gpt,4
776,776,5,5,15,20.92814497667947,15,39,70,0.2,111,rough,10,per_gpt,5
777,777,6,6,17,100.0,70,39,70,0.2,111,rough,10,per_gpt,2
778,778,7,7,18,65.09898737549125,46,39,70,0.2,111,rough,10,per_gpt,1
779,779,8,8,17,100.0,71,39,70,0.2,111,rough,10,per_gpt,1
780,780,9,9,18,65.09898737549125,46,39,70,0.2,111,rough,10,per_gpt,1
781,781,10,10,17,100.0,71,39,70,0.2,111,rough,10,per_gpt,1
782,782,0,0,14,48.35283363563987,31,38,66,0.6,112,rough,10,per_gpt,-1
783,783,1,1,15,64.36020801376505,44,38,66,0.6,112,rough,10,per_gpt,1
784,784,2,2,16,93.87325506776064,62,38,66,0.6,112,rough,10,per_gpt,1
785,785,3,3,17,67.85432713507504,44,38,66,0.6,112,rough,10,per_gpt,1
786,786,4,4,18,39.99882993131025,28,38,66,0.6,112,rough,10,per_gpt,1
787,787,5,5,16,93.87325506776064,61,38,66,0.6,112,rough,10,per_gpt,2
788,788,6,6,15,64.36020801376505,45,38,66,0.6,112,rough,10,per_gpt,1
789,789,7,7,16,93.87325506776064,59,38,66,0.6,112,rough,10,per_gpt,1
790,790,8,8,15,64.36020801376505,43,38,66,0.6,112,rough,10,per_gpt,1
791,791,9,9,16,93.87325506776064,64,38,66,0.6,112,rough,10,per_gpt,1
792,792,10,10,15,64.36020801376505,42,38,66,0.6,112,rough,10,per_gpt,1
793,793,0,0,13,79.87810078357164,52,30,66,0.6,113,rough,10,per_gpt,-1
794,794,1,1,14,39.4429334037108,25,30,66,0.6,113,rough,10,per_gpt,1
795,795,2,2,12,67.39809430179767,43,30,66,0.6,113,rough,10,per_gpt,2
796,796,3,3,11,75.05541501198792,50,30,66,0.6,113,rough,10,per_gpt,1
797,797,4,4,15,0.0,0,30,66,0.6,113,rough,10,per_gpt,4
798,798,5,5,16,7.331508344816321,5,30,66,0.6,113,rough,10,per_gpt,1
799,799,6,6,11,75.05541501198792,48,30,66,0.6,113,rough,10,per_gpt,5
800,800,7,7,12,67.39809430179767,46,30,66,0.6,113,rough,10,per_gpt,1
801,801,8,8,11,75.05541501198792,49,30,66,0.6,113,rough,10,per_gpt,1
802,802,9,9,12,67.39809430179767,44,30,66,0.6,113,rough,10,per_gpt,1
803,803,10,10,11,75.05541501198792,52,30,66,0.6,113,rough,10,per_gpt,1
804,804,0,0,23,68.73480977629163,48,13,70,0.6,114,rough,10,per_gpt,-1
805,805,1,1,24,85.78289439670664,60,13,70,0.6,114,rough,10,per_gpt,1
806,806,2,2,25,83.5059450382272,60,13,70,0.6,114,rough,10,per_gpt,1
807,807,3,3,26,59.81090253993594,41,13,70,0.6,114,rough,10,per_gpt,1
808,808,4,4,25,83.5059450382272,60,13,70,0.6,114,rough,10,per_gpt,1
809,809,5,5,24,85.78289439670664,60,13,70,0.6,114,rough,10,per_gpt,1
810,810,6,6,25,83.5059450382272,58,13,70,0.6,114,rough,10,per_gpt,1
811,811,7,7,24,85.78289439670664,61,13,70,0.6,114,rough,10,per_gpt,1
812,812,8,8,25,83.5059450382272,59,13,70,0.6,114,rough,10,per_gpt,1
813,813,9,9,24,85.78289439670664,62,13,70,0.6,114,rough,10,per_gpt,1
814,814,10,10,25,83.5059450382272,59,13,70,0.6,114,rough,10,per_gpt,1
815,815,0,0,18,14.93996640954031,10,10,60,0.6,115,rough,10,per_gpt,-1
816,816,1,1,17,51.87488927640268,32,10,60,0.6,115,rough,10,per_gpt,1
817,817,2,2,19,0.0,1,10,60,0.6,115,rough,10,per_gpt,2
818,818,3,3,16,100.0,59,10,60,0.6,115,rough,10,per_gpt,3
819,819,4,4,15,62.15778629619544,37,10,60,0.6,115,rough,10,per_gpt,1
820,820,5,5,14,55.617281832915765,34,10,60,0.6,115,rough,10,per_gpt,1
821,821,6,6,20,37.61734089277076,22,10,60,0.6,115,rough,10,per_gpt,6
822,822,7,7,13,44.25482142862454,26,10,60,0.6,115,rough,10,per_gpt,7
823,823,8,8,12,53.89318183899125,32,10,60,0.6,115,rough,10,per_gpt,1
824,824,9,9,11,99.44976369171052,61,10,60,0.6,115,rough,10,per_gpt,1
825,825,10,10,10,96.31410498633852,58,10,60,0.6,115,rough,10,per_gpt,1
826,826,0,0,14,78.33944807524091,51,3,64,0.6,116,rough,10,per_gpt,-1
827,827,1,1,15,67.81859873024032,45,3,64,0.6,116,rough,10,per_gpt,1
828,828,2,2,13,93.5724702067916,60,3,64,0.6,116,rough,10,per_gpt,2
829,829,3,3,12,100.0,65,3,64,0.6,116,rough,10,per_gpt,1
830,830,4,4,11,99.52541178795606,63,3,64,0.6,116,rough,10,per_gpt,1
831,831,5,5,16,24.28700607558257,15,3,64,0.6,116,rough,10,per_gpt,5
832,832,6,6,17,16.78778422723857,13,3,64,0.6,116,rough,10,per_gpt,1
833,833,7,7,18,37.69557993226995,24,3,64,0.6,116,rough,10,per_gpt,1
834,834,8,8,19,22.3965118669288,14,3,64,0.6,116,rough,10,per_gpt,1
835,835,9,9,20,0.0,0,3,64,0.6,116,rough,10,per_gpt,1
836,836,10,10,13,93.5724702067916,61,3,64,0.6,116,rough,10,per_gpt,7
837,837,0,0,5,53.40721961438706,35,8,62,1.0,117,rough,10,per_gpt,-1
838,838,1,1,6,76.73303530416851,47,8,62,1.0,117,rough,10,per_gpt,1
839,839,2,2,7,67.49289328630887,41,8,62,1.0,117,rough,10,per_gpt,1
840,840,3,3,8,57.692717658428506,34,8,62,1.0,117,rough,10,per_gpt,1
841,841,4,4,9,52.83079665477357,32,8,62,1.0,117,rough,10,per_gpt,1
842,842,5,5,10,41.71034473984963,27,8,62,1.0,117,rough,10,per_gpt,1
843,843,6,6,11,64.59187672257227,39,8,62,1.0,117,rough,10,per_gpt,1
844,844,7,7,12,67.47111689714541,42,8,62,1.0,117,rough,10,per_gpt,1
845,845,8,8,6,76.73303530416851,48,8,62,1.0,117,rough,10,per_gpt,6
846,846,9,9,7,67.49289328630887,42,8,62,1.0,117,rough,10,per_gpt,1
847,847,10,10,8,57.692717658428506,36,8,62,1.0,117,rough,10,per_gpt,1
848,848,0,0,29,10.42331415032915,6,21,61,0.6,118,rough,10,per_gpt,-1
849,849,1,1,28,55.02873747193336,32,21,61,0.6,118,rough,10,per_gpt,1
850,850,2,2,27,68.56716851248802,42,21,61,0.6,118,rough,10,per_gpt,1
851,851,3,3,26,33.90786089482476,22,21,61,0.6,118,rough,10,per_gpt,1
852,852,4,4,28,55.02873747193336,32,21,61,0.6,118,rough,10,per_gpt,2
853,853,5,5,27,68.56716851248802,43,21,61,0.6,118,rough,10,per_gpt,1
854,854,6,6,25,31.062338061532017,21,21,61,0.6,118,rough,10,per_gpt,2
855,855,7,7,28,55.02873747193336,35,21,61,0.6,118,rough,10,per_gpt,3
856,856,8,8,27,68.56716851248802,43,21,61,0.6,118,rough,10,per_gpt,1
857,857,9,9,28,55.02873747193336,33,21,61,0.6,118,rough,10,per_gpt,1
858,858,10,10,27,68.56716851248802,44,21,61,0.6,118,rough,10,per_gpt,1
859,859,0,0,28,53.15619748611723,36,26,68,0.8,119,rough,10,per_gpt,-1
860,860,1,1,27,77.89387356153767,54,26,68,0.8,119,rough,10,per_gpt,1
861,861,2,2,26,100.0,69,26,68,0.8,119,rough,10,per_gpt,1
862,862,3,3,25,81.4003284113426,55,26,68,0.8,119,rough,10,per_gpt,1
863,863,4,4,29,48.01531713828332,32,26,68,0.8,119,rough,10,per_gpt,4
864,864,5,5,30,36.32565978712885,25,26,68,0.8,119,rough,10,per_gpt,1
865,865,6,6,27,77.89387356153767,55,26,68,0.8,119,rough,10,per_gpt,3
866,866,7,7,26,100.0,69,26,68,0.8,119,rough,10,per_gpt,1
867,867,8,8,25,81.4003284113426,55,26,68,0.8,119,rough,10,per_gpt,1
868,868,9,9,27,77.89387356153767,54,26,68,0.8,119,rough,10,per_gpt,2
869,869,10,10,26,100.0,68,26,68,0.8,119,rough,10,per_gpt,1
870,870,0,0,29,10.42331415032915,7,21,66,0.6,120,rough,10,per_gpt,-1
871,871,1,1,28,55.02873747193336,36,21,66,0.6,120,rough,10,per_gpt,1
872,872,2,2,30,31.60131356517615,22,21,66,0.6,120,rough,10,per_gpt,2
873,873,3,3,27,68.56716851248802,46,21,66,0.6,120,rough,10,per_gpt,3
874,874,4,4,26,33.90786089482476,24,21,66,0.6,120,rough,10,per_gpt,1
875,875,5,5,25,31.062338061532017,21,21,66,0.6,120,rough,10,per_gpt,1
876,876,6,6,28,55.02873747193336,36,21,66,0.6,120,rough,10,per_gpt,3
877,877,7,7,27,68.56716851248802,44,21,66,0.6,120,rough,10,per_gpt,1
878,878,8,8,28,55.02873747193336,35,21,66,0.6,120,rough,10,per_gpt,1
879,879,9,9,27,68.56716851248802,45,21,66,0.6,120,rough,10,per_gpt,1
880,880,10,10,28,55.02873747193336,35,21,66,0.6,120,rough,10,per_gpt,1
881,881,0,0,8,45.01187392193389,36,31,79,0.8,121,rough,10,per_gpt,-1
882,882,1,1,9,27.163171404823327,22,31,79,0.8,121,rough,10,per_gpt,1
883,883,2,2,7,64.33835320897964,51,31,79,0.8,121,rough,10,per_gpt,2
884,884,3,3,6,97.68013552482584,77,31,79,0.8,121,rough,10,per_gpt,1
885,885,4,4,5,100.0,80,31,79,0.8,121,rough,10,per_gpt,1
886,886,5,5,4,48.97322865532834,39,31,79,0.8,121,rough,10,per_gpt,1
887,887,6,6,3,44.09085103028616,34,31,79,0.8,121,rough,10,per_gpt,1
888,888,7,7,2,52.89763881655387,41,31,79,0.8,121,rough,10,per_gpt,1
889,889,8,8,1,55.18513724643906,45,31,79,0.8,121,rough,10,per_gpt,1
890,890,9,9,7,64.33835320897964,50,31,79,0.8,121,rough,10,per_gpt,6
891,891,10,10,6,97.68013552482584,77,31,79,0.8,121,rough,10,per_gpt,1
892,892,0,0,13,46.79262364569895,30,36,65,0.4,122,rough,10,per_gpt,-1
893,893,1,1,12,50.03253431802426,31,36,65,0.4,122,rough,10,per_gpt,1
894,894,2,2,14,42.17594514738947,28,36,65,0.4,122,rough,10,per_gpt,2
895,895,3,3,11,74.20720550611297,50,36,65,0.4,122,rough,10,per_gpt,3
896,896,4,4,15,48.10837447895743,33,36,65,0.4,122,rough,10,per_gpt,4
897,897,5,5,16,77.07230424640541,50,36,65,0.4,122,rough,10,per_gpt,1
898,898,6,6,17,86.06687442765384,56,36,65,0.4,122,rough,10,per_gpt,1
899,899,7,7,18,88.54780200836802,58,36,65,0.4,122,rough,10,per_gpt,1
900,900,8,8,19,100.0,66,36,65,0.4,122,rough,10,per_gpt,1
901,901,9,9,20,73.82086968348925,48,36,65,0.4,122,rough,10,per_gpt,1
902,902,10,10,19,100.0,64,36,65,0.4,122,rough,10,per_gpt,1
903,903,0,0,4,43.35360090946156,30,6,71,0.6,123,rough,10,per_gpt,-1
904,904,1,1,5,16.94480926269691,11,6,71,0.6,123,rough,10,per_gpt,1
905,905,2,2,3,71.25645622989514,49,6,71,0.6,123,rough,10,per_gpt,2
906,906,3,3,2,19.10771969892208,12,6,71,0.6,123,rough,10,per_gpt,1
907,907,4,4,6,31.370277346534348,23,6,71,0.6,123,rough,10,per_gpt,4
908,908,5,5,3,71.25645622989514,51,6,71,0.6,123,rough,10,per_gpt,3
909,909,6,6,7,37.4444552408464,25,6,71,0.6,123,rough,10,per_gpt,4
910,910,7,7,8,8.09117159078142,5,6,71,0.6,123,rough,10,per_gpt,1
911,911,8,8,3,71.25645622989514,51,6,71,0.6,123,rough,10,per_gpt,5
912,912,9,9,9,18.23259195590274,13,6,71,0.6,123,rough,10,per_gpt,6
913,913,10,10,3,71.25645622989514,48,6,71,0.6,123,rough,10,per_gpt,6
914,914,0,0,13,79.87810078357164,55,30,69,0.8,124,rough,10,per_gpt,-1
915,915,1,1,14,39.4429334037108,27,30,69,0.8,124,rough,10,per_gpt,1
916,916,2,2,15,0.0,0,30,69,0.8,124,rough,10,per_gpt,1
917,917,3,3,12,67.39809430179767,46,30,69,0.8,124,rough,10,per_gpt,3
918,918,4,4,11,75.05541501198792,53,30,69,0.8,124,rough,10,per_gpt,1
919,919,5,5,10,91.53269277290228,62,30,69,0.8,124,rough,10,per_gpt,1
920,920,6,6,9,36.05324193644998,25,30,69,0.8,124,rough,10,per_gpt,1
921,921,7,7,13,79.87810078357164,55,30,69,0.8,124,rough,10,per_gpt,4
922,922,8,8,14,39.4429334037108,27,30,69,0.8,124,rough,10,per_gpt,1
923,923,9,9,12,67.39809430179767,46,30,69,0.8,124,rough,10,per_gpt,2
924,924,10,10,11,75.05541501198792,52,30,69,0.8,124,rough,10,per_gpt,1
925,925,0,0,26,59.81090253993594,46,13,77,0.6,125,rough,10,per_gpt,-1
926,926,1,1,25,83.5059450382272,64,13,77,0.6,125,rough,10,per_gpt,1
927,927,2,2,24,85.78289439670664,66,13,77,0.6,125,rough,10,per_gpt,1
928,928,3,3,23,68.73480977629163,52,13,77,0.6,125,rough,10,per_gpt,1
929,929,4,4,27,60.47962679518347,47,13,77,0.6,125,rough,10,per_gpt,4
930,930,5,5,28,63.62072306555834,49,13,77,0.6,125,rough,10,per_gpt,1
931,931,6,6,29,49.80585090806146,37,13,77,0.6,125,rough,10,per_gpt,1
932,932,7,7,30,29.33554838757926,23,13,77,0.6,125,rough,10,per_gpt,1
933,933,8,8,25,83.5059450382272,63,13,77,0.6,125,rough,10,per_gpt,5
934,934,9,9,24,85.78289439670664,66,13,77,0.6,125,rough,10,per_gpt,1
935,935,10,10,26,59.81090253993594,47,13,77,0.6,125,rough,10,per_gpt,2
936,936,0,0,11,28.016183620294484,19,12,66,0.8,126,rough,10,per_gpt,-1
937,937,1,1,16,93.97966312264516,61,12,66,0.8,126,rough,10,per_gpt,5
938,938,2,2,17,56.91311997426599,37,12,66,0.8,126,rough,10,per_gpt,1
939,939,3,3,18,25.40409024827065,16,12,66,0.8,126,rough,10,per_gpt,1
940,940,4,4,15,100.0,65,12,66,0.8,126,rough,10,per_gpt,3
941,941,5,5,14,50.05065253915097,33,12,66,0.8,126,rough,10,per_gpt,1
942,942,6,6,13,32.109106814837,21,12,66,0.8,126,rough,10,per_gpt,1
943,943,7,7,12,36.550032495569305,24,12,66,0.8,126,rough,10,per_gpt,1
944,944,8,8,19,44.932540306508336,29,12,66,0.8,126,rough,10,per_gpt,7
945,945,9,9,20,27.715092711653387,19,12,66,0.8,126,rough,10,per_gpt,1
946,946,10,10,16,93.97966312264516,61,12,66,0.8,126,rough,10,per_gpt,4
947,947,0,0,7,7.47324847565333,6,13,76,0.6,127,rough,10,per_gpt,-1
948,948,1,1,8,93.6038337977229,72,13,76,0.6,127,rough,10,per_gpt,1
949,949,2,2,9,79.6305606897759,59,13,76,0.6,127,rough,10,per_gpt,1
950,950,3,3,10,11.428255880934907,10,13,76,0.6,127,rough,10,per_gpt,1
951,951,4,4,7,7.47324847565333,6,13,76,0.6,127,rough,10,per_gpt,3
952,952,5,5,9,79.6305606897759,60,13,76,0.6,127,rough,10,per_gpt,2
953,953,6,6,8,93.6038337977229,70,13,76,0.6,127,rough,10,per_gpt,1
954,954,7,7,9,79.6305606897759,61,13,76,0.6,127,rough,10,per_gpt,1
955,955,8,8,8,93.6038337977229,72,13,76,0.6,127,rough,10,per_gpt,1
956,956,9,9,9,79.6305606897759,61,13,76,0.6,127,rough,10,per_gpt,1
957,957,10,10,8,93.6038337977229,72,13,76,0.6,127,rough,10,per_gpt,1
958,958,0,0,7,6.24294832780476,5,12,79,0.8,128,rough,10,per_gpt,-1
959,959,1,1,8,6.45447613341522,5,12,79,0.8,128,rough,10,per_gpt,1
960,960,2,2,9,20.67939857779011,15,12,79,0.8,128,rough,10,per_gpt,1
961,961,3,3,10,39.35986560418318,32,12,79,0.8,128,rough,10,per_gpt,1
962,962,4,4,11,28.016183620294484,23,12,79,0.8,128,rough,10,per_gpt,1
963,963,5,5,12,36.550032495569305,28,12,79,0.8,128,rough,10,per_gpt,1
964,964,6,6,13,32.109106814837,26,12,79,0.8,128,rough,10,per_gpt,1
965,965,7,7,14,50.05065253915097,39,12,79,0.8,128,rough,10,per_gpt,1
966,966,8,8,13,32.109106814837,26,12,79,0.8,128,rough,10,per_gpt,1
967,967,9,9,12,36.550032495569305,28,12,79,0.8,128,rough,10,per_gpt,1
968,968,10,10,13,32.109106814837,25,12,79,0.8,128,rough,10,per_gpt,1
969,969,0,0,13,74.74229379171358,54,8,70,1.0,129,smooth,5,per_gpt,-1
970,970,1,1,12,85.72766181145714,59,8,70,1.0,129,smooth,5,per_gpt,1
971,971,2,2,11,95.03491713282912,68,8,70,1.0,129,smooth,5,per_gpt,1
972,972,3,3,14,61.28683763517736,41,8,70,1.0,129,smooth,5,per_gpt,3
973,973,4,4,15,53.29920352532484,38,8,70,1.0,129,smooth,5,per_gpt,1
974,974,5,5,12,85.72766181145714,61,8,70,1.0,129,smooth,5,per_gpt,3
975,975,0,0,29,33.18862790941167,25,4,75,0.6,130,rough,10,per_gpt,-1
976,976,1,1,28,0.0,0,4,75,0.6,130,rough,10,per_gpt,1
977,977,2,2,30,58.98020234618504,43,4,75,0.6,130,rough,10,per_gpt,2
978,978,3,3,27,54.38974122079622,40,4,75,0.6,130,rough,10,per_gpt,3
979,979,4,4,26,68.13777388576086,50,4,75,0.6,130,rough,10,per_gpt,1
980,980,5,5,25,82.12411761701928,61,4,75,0.6,130,rough,10,per_gpt,1
981,981,6,6,24,63.2342781548526,47,4,75,0.6,130,rough,10,per_gpt,1
982,982,7,7,23,37.89632337383859,29,4,75,0.6,130,rough,10,per_gpt,1
983,983,8,8,22,37.68196209714337,28,4,75,0.6,130,rough,10,per_gpt,1
984,984,9,9,26,68.13777388576086,52,4,75,0.6,130,rough,10,per_gpt,4
985,985,10,10,25,82.12411761701928,62,4,75,0.6,130,rough,10,per_gpt,1
986,986,0,0,1,22.03362440743157,16,22,73,0.8,131,rough,10,per_gpt,-1
987,987,1,1,2,16.97230660453454,12,22,73,0.8,131,rough,10,per_gpt,1
988,988,2,2,3,61.99564506577142,44,22,73,0.8,131,rough,10,per_gpt,1
989,989,3,3,4,47.76840065137722,35,22,73,0.8,131,rough,10,per_gpt,1
990,990,4,4,5,20.311380358724453,15,22,73,0.8,131,rough,10,per_gpt,1
991,991,5,5,6,40.77323639000659,32,22,73,0.8,131,rough,10,per_gpt,1
992,992,6,6,7,51.96068858612281,38,22,73,0.8,131,rough,10,per_gpt,1
993,993,7,7,8,45.78336531758908,34,22,73,0.8,131,rough,10,per_gpt,1
994,994,8,8,9,58.780008398809095,42,22,73,0.8,131,rough,10,per_gpt,1
995,995,9,9,10,44.93465956715959,34,22,73,0.8,131,rough,10,per_gpt,1
996,996,10,10,11,46.25407907372721,34,22,73,0.8,131,rough,10,per_gpt,1
997,997,0,0,27,0.0,2,24,66,0.6,132,rough,10,per_gpt,-1
998,998,1,1,28,48.60740197945941,32,24,66,0.6,132,rough,10,per_gpt,1
999,999,2,2,29,88.27396954958824,57,24,66,0.6,132,rough,10,per_gpt,1
1000,1000,3,3,30,71.91672931400127,47,24,66,0.6,132,rough,10,per_gpt,1
1001,1001,4,4,26,20.30339667405357,13,24,66,0.6,132,rough,10,per_gpt,4
1002,1002,5,5,25,56.51360858737373,39,24,66,0.6,132,rough,10,per_gpt,1
1003,1003,6,6,24,44.88198883408545,30,24,66,0.6,132,rough,10,per_gpt,1
1004,1004,7,7,23,38.05793336553745,23,24,66,0.6,132,rough,10,per_gpt,1
1005,1005,8,8,22,60.60292498973519,40,24,66,0.6,132,rough,10,per_gpt,1
1006,1006,9,9,21,77.37447277489935,51,24,66,0.6,132,rough,10,per_gpt,1
1007,1007,10,10,20,89.18477490648958,58,24,66,0.6,132,rough,10,per_gpt,1
1008,1008,0,0,20,73.82086968348925,49,36,65,0.0,133,rough,10,per_gpt,-1
1009,1009,1,1,19,100.0,64,36,65,0.0,133,rough,10,per_gpt,1
1010,1010,2,2,18,88.54780200836802,58,36,65,0.0,133,rough,10,per_gpt,1
1011,1011,3,3,17,86.06687442765384,58,36,65,0.0,133,rough,10,per_gpt,1
1012,1012,4,4,21,49.54097958895342,32,36,65,0.0,133,rough,10,per_gpt,4
1013,1013,5,5,22,63.02775513280877,40,36,65,0.0,133,rough,10,per_gpt,1
1014,1014,6,6,23,68.84233521894627,44,36,65,0.0,133,rough,10,per_gpt,1
1015,1015,7,7,24,25.63634570668338,16,36,65,0.0,133,rough,10,per_gpt,1
1016,1016,8,8,25,12.50872307634491,7,36,65,0.0,133,rough,10,per_gpt,1
1017,1017,9,9,19,100.0,65,36,65,0.0,133,rough,10,per_gpt,6
1018,1018,10,10,18,88.54780200836802,56,36,65,0.0,133,rough,10,per_gpt,1
1019,1019,0,0,15,54.78272881798594,35,21,66,0.8,134,rough,10,per_gpt,-1
1020,1020,1,1,16,56.01893450807077,39,21,66,0.8,134,rough,10,per_gpt,1
1021,1021,2,2,17,60.44276122661437,40,21,66,0.8,134,rough,10,per_gpt,1
1022,1022,3,3,18,68.83985028448882,45,21,66,0.8,134,rough,10,per_gpt,1
1023,1023,4,4,19,56.0421715112876,36,21,66,0.8,134,rough,10,per_gpt,1
1024,1024,5,5,20,29.143240571882018,20,21,66,0.8,134,rough,10,per_gpt,1
1025,1025,6,6,14,65.10829912939477,45,21,66,0.8,134,rough,10,per_gpt,6
1026,1026,7,7,13,43.89251374159741,30,21,66,0.8,134,rough,10,per_gpt,1
1027,1027,8,8,12,40.73829907556924,28,21,66,0.8,134,rough,10,per_gpt,1
1028,1028,9,9,11,38.68276297861786,24,21,66,0.8,134,rough,10,per_gpt,1
1029,1029,10,10,10,56.83602999938835,37,21,66,0.8,134,rough,10,per_gpt,1
1030,1030,0,0,17,78.7374658536536,61,14,76,0.6,135,rough,10,per_gpt,-1
1031,1031,1,1,16,41.59930159605165,33,14,76,0.6,135,rough,10,per_gpt,1
1032,1032,2,2,18,67.5474460709207,51,14,76,0.6,135,rough,10,per_gpt,2
1033,1033,3,3,19,49.60576344032407,38,14,76,0.6,135,rough,10,per_gpt,1
1034,1034,4,4,20,46.58012325949179,36,14,76,0.6,135,rough,10,per_gpt,1
1035,1035,5,5,15,0.0,0,14,76,0.6,135,rough,10,per_gpt,5
1036,1036,6,6,14,16.13739995862394,14,14,76,0.6,135,rough,10,per_gpt,1
1037,1037,7,7,21,49.250231077386616,39,14,76,0.6,135,rough,10,per_gpt,7
1038,1038,8,8,22,85.82578011694865,63,14,76,0.6,135,rough,10,per_gpt,1
1039,1039,9,9,23,100.0,76,14,76,0.6,135,rough,10,per_gpt,1
1040,1040,10,10,24,95.7693230900316,72,14,76,0.6,135,rough,10,per_gpt,1
1041,1041,0,0,24,25.67957678917096,21,12,79,0.8,136,rough,10,per_gpt,-1
1042,1042,1,1,23,37.765921513171854,30,12,79,0.8,136,rough,10,per_gpt,1
1043,1043,2,2,22,32.654303644606856,25,12,79,0.8,136,rough,10,per_gpt,1
1044,1044,3,3,25,30.15625382890858,24,12,79,0.8,136,rough,10,per_gpt,3
1045,1045,4,4,26,23.7218640360439,19,12,79,0.8,136,rough,10,per_gpt,1
1046,1046,5,5,21,16.06542644281789,12,12,79,0.8,136,rough,10,per_gpt,5
1047,1047,6,6,23,37.765921513171854,31,12,79,0.8,136,rough,10,per_gpt,2
1048,1048,7,7,24,25.67957678917096,23,12,79,0.8,136,rough,10,per_gpt,1
1049,1049,8,8,25,30.15625382890858,25,12,79,0.8,136,rough,10,per_gpt,1
1050,1050,9,9,23,37.765921513171854,31,12,79,0.8,136,rough,10,per_gpt,2
1051,1051,10,10,24,25.67957678917096,20,12,79,0.8,136,rough,10,per_gpt,1
1052,1052,0,0,1,44.9416868782668,29,27,65,0.6,137,rough,10,per_gpt,-1
1053,1053,1,1,2,24.833029512406497,17,27,65,0.6,137,rough,10,per_gpt,1
1054,1054,2,2,3,78.51749117361209,51,27,65,0.6,137,rough,10,per_gpt,1
1055,1055,3,3,4,74.41474206765348,48,27,65,0.6,137,rough,10,per_gpt,1
1056,1056,4,4,5,62.3760777642158,41,27,65,0.6,137,rough,10,per_gpt,1
1057,1057,5,5,6,29.29596881295136,19,27,65,0.6,137,rough,10,per_gpt,1
1058,1058,6,6,3,78.51749117361209,51,27,65,0.6,137,rough,10,per_gpt,3
1059,1059,7,7,4,74.41474206765348,48,27,65,0.6,137,rough,10,per_gpt,1
1060,1060,8,8,5,62.3760777642158,42,27,65,0.6,137,rough,10,per_gpt,1
1061,1061,9,9,3,78.51749117361209,51,27,65,0.6,137,rough,10,per_gpt,2
1062,1062,10,10,4,74.41474206765348,47,27,65,0.6,137,rough,10,per_gpt,1
1063,1063,0,0,1,21.25963407235997,15,16,61,0.8,138,rough,10,per_gpt,-1
1064,1064,1,1,2,51.78657345099678,33,16,61,0.8,138,rough,10,per_gpt,1
1065,1065,2,2,3,44.54188633457006,28,16,61,0.8,138,rough,10,per_gpt,1
1066,1066,3,3,4,39.67578375902506,24,16,61,0.8,138,rough,10,per_gpt,1
1067,1067,4,4,5,0.0,0,16,61,0.8,138,rough,10,per_gpt,1
1068,1068,5,5,2,51.78657345099678,32,16,61,0.8,138,rough,10,per_gpt,3
1069,1069,6,6,3,44.54188633457006,27,16,61,0.8,138,rough,10,per_gpt,1
1070,1070,7,7,4,39.67578375902506,24,16,61,0.8,138,rough,10,per_gpt,1
1071,1071,8,8,6,8.08929976992316,5,16,61,0.8,138,rough,10,per_gpt,2
1072,1072,9,9,2,51.78657345099678,31,16,61,0.8,138,rough,10,per_gpt,4
1073,1073,10,10,3,44.54188633457006,27,16,61,0.8,138,rough,10,per_gpt,1
1074,1074,0,0,13,76.55780093565977,50,6,64,0.6,139,rough,10,per_gpt,-1
1075,1075,1,1,14,63.24338035085822,42,6,64,0.6,139,rough,10,per_gpt,1
1076,1076,2,2,15,80.02557402236997,51,6,64,0.6,139,rough,10,per_gpt,1
1077,1077,3,3,16,41.03089002383268,27,6,64,0.6,139,rough,10,per_gpt,1
1078,1078,4,4,17,66.95509431437915,41,6,64,0.6,139,rough,10,per_gpt,1
1079,1079,5,5,18,99.3617036115647,64,6,64,0.6,139,rough,10,per_gpt,1
1080,1080,6,6,19,81.79174035888768,53,6,64,0.6,139,rough,10,per_gpt,1
1081,1081,7,7,20,48.79354979703924,30,6,64,0.6,139,rough,10,per_gpt,1
1082,1082,8,8,19,81.79174035888768,52,6,64,0.6,139,rough,10,per_gpt,1
1083,1083,9,9,18,99.3617036115647,64,6,64,0.6,139,rough,10,per_gpt,1
1084,1084,10,10,17,66.95509431437915,43,6,64,0.6,139,rough,10,per_gpt,1
1085,1085,0,0,18,100.0,78,4,77,0.8,140,rough,10,per_gpt,-1
1086,1086,1,1,17,57.5954269341993,45,4,77,0.8,140,rough,10,per_gpt,1
1087,1087,2,2,19,77.40243607870062,61,4,77,0.8,140,rough,10,per_gpt,2
1088,1088,3,3,20,64.77820583062025,51,4,77,0.8,140,rough,10,per_gpt,1
1089,1089,4,4,16,17.83658367237774,13,4,77,0.8,140,rough,10,per_gpt,4
1090,1090,5,5,18,100.0,76,4,77,0.8,140,rough,10,per_gpt,2
1091,1091,6,6,19,77.40243607870062,61,4,77,0.8,140,rough,10,per_gpt,1
1092,1092,7,7,21,77.02227746304062,61,4,77,0.8,140,rough,10,per_gpt,2
1093,1093,8,8,20,64.77820583062025,49,4,77,0.8,140,rough,10,per_gpt,1
