,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,horizons,agent,Edistance
1373,1,11,42.86467174000505,34,0,78,1.0,172,rough,5,per_gpt,1
1374,2,9,95.52038482559212,75,0,78,1.0,172,rough,5,per_gpt,2
1375,3,8,74.40650857610247,59,0,78,1.0,172,rough,5,per_gpt,1
1376,4,9,95.52038482559212,74,0,78,1.0,172,rough,5,per_gpt,1
1377,5,9,95.52038482559212,73,0,78,1.0,172,rough,5,per_gpt,0
1378,0,3,15.99425510155726,10,27,68,1.0,173,smooth,10,per_gpt,-1
1379,1,4,48.96495768012984,34,27,68,1.0,173,smooth,10,per_gpt,1
1380,2,5,74.60892199563453,52,27,68,1.0,173,smooth,10,per_gpt,1
1381,3,6,77.63280434400782,54,27,68,1.0,173,smooth,10,per_gpt,1
1382,4,7,59.7087753798208,40,27,68,1.0,173,smooth,10,per_gpt,1
1383,5,6,77.63280434400782,53,27,68,1.0,173,smooth,10,per_gpt,1
1384,6,5,74.60892199563453,50,27,68,1.0,173,smooth,10,per_gpt,1
1385,7,4,48.96495768012984,33,27,68,1.0,173,smooth,10,per_gpt,1
1386,8,3,15.99425510155726,12,27,68,1.0,173,smooth,10,per_gpt,1
1387,9,5,74.60892199563453,50,27,68,1.0,173,smooth,10,per_gpt,2
1388,10,6,77.63280434400782,52,27,68,1.0,173,smooth,10,per_gpt,1
1389,0,15,15.789578412695851,11,20,72,1.0,174,smooth,10,per_gpt,-1
1390,1,14,22.24073663214069,17,20,72,1.0,174,smooth,10,per_gpt,1
1391,2,13,34.73188344611166,26,20,72,1.0,174,smooth,10,per_gpt,1
1392,3,16,24.63619576073217,17,20,72,1.0,174,smooth,10,per_gpt,3
1393,4,17,43.2799625411233,32,20,72,1.0,174,smooth,10,per_gpt,1
1394,5,18,65.11280457304154,48,20,72,1.0,174,smooth,10,per_gpt,1
1395,6,19,86.57050895916107,63,20,72,1.0,174,smooth,10,per_gpt,1
1396,7,20,100.0,73,20,72,1.0,174,smooth,10,per_gpt,1
1397,8,21,99.92988013845071,74,20,72,1.0,174,smooth,10,per_gpt,1
1398,9,22,90.48837591118988,66,20,72,1.0,174,smooth,10,per_gpt,1
1399,10,21,99.92988013845071,71,20,72,1.0,174,smooth,10,per_gpt,1
1400,0,19,38.25851950026677,25,30,64,1.0,175,smooth,10,per_gpt,-1
1401,1,20,37.901202333460034,25,30,64,1.0,175,smooth,10,per_gpt,1
1402,2,21,25.780885515590462,17,30,64,1.0,175,smooth,10,per_gpt,1
1403,3,18,30.581606862494898,19,30,64,1.0,175,smooth,10,per_gpt,3
1404,4,17,19.59124468097564,13,30,64,1.0,175,smooth,10,per_gpt,1
1405,5,16,7.942998123673039,6,30,64,1.0,175,smooth,10,per_gpt,1
1406,6,15,0.0,0,30,64,1.0,175,smooth,10,per_gpt,1
1407,7,22,10.46956587339463,5,30,64,1.0,175,smooth,10,per_gpt,7
1408,8,23,3.9423214107793503,3,30,64,1.0,175,smooth,10,per_gpt,1
1409,9,24,5.384049000819839,3,30,64,1.0,175,smooth,10,per_gpt,1
1410,10,25,7.522264578643869,6,30,64,1.0,175,smooth,10,per_gpt,1
1411,0,1,38.09509173056095,23,23,64,1.0,176,smooth,10,per_gpt,-1
1412,1,2,30.28864837325101,21,23,64,1.0,176,smooth,10,per_gpt,1
1413,2,3,32.766234960017336,22,23,64,1.0,176,smooth,10,per_gpt,1
1414,3,4,37.92348177046287,23,23,64,1.0,176,smooth,10,per_gpt,1
1415,4,5,41.0173173550744,26,23,64,1.0,176,smooth,10,per_gpt,1
1416,5,6,42.5072974889556,27,23,64,1.0,176,smooth,10,per_gpt,1
1417,6,7,35.21644802369776,22,23,64,1.0,176,smooth,10,per_gpt,1
1418,7,8,16.970989474439012,11,23,64,1.0,176,smooth,10,per_gpt,1
1419,8,5,41.0173173550744,27,23,64,1.0,176,smooth,10,per_gpt,3
1420,9,6,42.5072974889556,28,23,64,1.0,176,smooth,10,per_gpt,1
1421,10,7,35.21644802369776,22,23,64,1.0,176,smooth,10,per_gpt,1
1422,0,7,57.88237720667211,38,7,64,0.2,177,rough,10,per_gpt,-1
1423,1,8,42.75645547915683,27,7,64,0.2,177,rough,10,per_gpt,1
1424,2,9,35.722863502500815,23,7,64,0.2,177,rough,10,per_gpt,1
1425,3,6,59.36921143923903,37,7,64,0.2,177,rough,10,per_gpt,3
1426,4,5,9.67967653911108,6,7,64,0.2,177,rough,10,per_gpt,1
1427,5,4,11.17052009401304,6,7,64,0.2,177,rough,10,per_gpt,1
1428,6,10,8.344542307393791,6,7,64,0.2,177,rough,10,per_gpt,6
1429,7,3,43.29513106379832,28,7,64,0.2,177,rough,10,per_gpt,7
1430,8,2,20.69207658872486,12,7,64,0.2,177,rough,10,per_gpt,1
1431,9,1,0.0,2,7,64,0.2,177,rough,10,per_gpt,1
1432,10,7,57.88237720667211,38,7,64,0.2,177,rough,10,per_gpt,6
1433,0,30,4.8561465913205,4,35,77,1.0,178,smooth,10,per_gpt,-1
1434,1,29,0.0,2,35,77,1.0,178,smooth,10,per_gpt,1
1435,2,28,21.99578171031664,17,35,77,1.0,178,smooth,10,per_gpt,1
1436,3,27,45.37478736980271,36,35,77,1.0,178,smooth,10,per_gpt,1
1437,4,26,59.68639856253268,45,35,77,1.0,178,smooth,10,per_gpt,1
1438,5,25,66.64760642684789,52,35,77,1.0,178,smooth,10,per_gpt,1
1439,6,24,68.44862778721135,52,35,77,1.0,178,smooth,10,per_gpt,1
1440,7,23,75.14320756981245,57,35,77,1.0,178,smooth,10,per_gpt,1
1441,8,22,90.5066361769084,70,35,77,1.0,178,smooth,10,per_gpt,1
1442,9,21,100.0,77,35,77,1.0,178,smooth,10,per_gpt,1
1443,10,20,95.72269343427956,73,35,77,1.0,178,smooth,10,per_gpt,1
1444,0,7,59.7087753798208,37,27,63,1.0,179,smooth,10,per_gpt,-1
1445,1,8,37.827752729866674,26,27,63,1.0,179,smooth,10,per_gpt,1
1446,2,9,32.44014536251028,18,27,63,1.0,179,smooth,10,per_gpt,1
1447,3,6,77.63280434400782,49,27,63,1.0,179,smooth,10,per_gpt,3
1448,4,5,74.60892199563453,46,27,63,1.0,179,smooth,10,per_gpt,1
1449,5,6,77.63280434400782,51,27,63,1.0,179,smooth,10,per_gpt,1
1450,6,5,74.60892199563453,47,27,63,1.0,179,smooth,10,per_gpt,1
1451,7,4,48.96495768012984,31,27,63,1.0,179,smooth,10,per_gpt,1
1452,8,3,15.99425510155726,11,27,63,1.0,179,smooth,10,per_gpt,1
1453,9,2,0.0,0,27,63,1.0,179,smooth,10,per_gpt,1
1454,10,7,59.7087753798208,40,27,63,1.0,179,smooth,10,per_gpt,5
1455,0,2,78.59308666434734,50,30,64,0.4,180,rough,10,per_gpt,-1
1456,1,1,71.63568605311451,46,30,64,0.4,180,rough,10,per_gpt,1
1457,2,3,63.46208356019586,42,30,64,0.4,180,rough,10,per_gpt,2
1458,3,4,36.8600948348934,24,30,64,0.4,180,rough,10,per_gpt,1
1459,4,5,23.51463942095936,14,30,64,0.4,180,rough,10,per_gpt,1
1460,5,6,53.51885397760904,35,30,64,0.4,180,rough,10,per_gpt,1
1461,6,7,40.32828840409943,26,30,64,0.4,180,rough,10,per_gpt,1
1462,7,2,78.59308666434734,52,30,64,0.4,180,rough,10,per_gpt,5
1463,8,1,71.63568605311451,46,30,64,0.4,180,rough,10,per_gpt,1
1464,9,2,78.59308666434734,49,30,64,0.4,180,rough,10,per_gpt,1
1465,10,3,63.46208356019586,42,30,64,0.4,180,rough,10,per_gpt,1
1466,0,6,0.0,2,13,74,0.0,181,rough,10,per_gpt,-1
1467,1,7,7.47324847565333,5,13,74,0.0,181,rough,10,per_gpt,1
1468,2,8,93.6038337977229,70,13,74,0.0,181,rough,10,per_gpt,1
1469,3,9,79.6305606897759,59,13,74,0.0,181,rough,10,per_gpt,1
1470,4,10,11.428255880934907,11,13,74,0.0,181,rough,10,per_gpt,1
1471,5,8,93.6038337977229,70,13,74,0.0,181,rough,10,per_gpt,2
1472,6,9,79.6305606897759,58,13,74,0.0,181,rough,10,per_gpt,1
1473,7,7,7.47324847565333,6,13,74,0.0,181,rough,10,per_gpt,2
1474,8,8,93.6038337977229,70,13,74,0.0,181,rough,10,per_gpt,1
1475,9,9,79.6305606897759,59,13,74,0.0,181,rough,10,per_gpt,1
1476,10,8,93.6038337977229,68,13,74,0.0,181,rough,10,per_gpt,1
1477,0,11,45.19758847934451,27,14,60,0.2,182,rough,10,per_gpt,-1
1478,1,12,34.88361525184188,22,14,60,0.2,182,rough,10,per_gpt,1
1479,2,13,55.82151722355261,31,14,60,0.2,182,rough,10,per_gpt,1
1480,3,14,16.13739995862394,9,14,60,0.2,182,rough,10,per_gpt,1
1481,4,13,55.82151722355261,34,14,60,0.2,182,rough,10,per_gpt,1
1482,5,15,0.0,0,14,60,0.2,182,rough,10,per_gpt,2
1483,6,12,34.88361525184188,20,14,60,0.2,182,rough,10,per_gpt,3
1484,7,13,55.82151722355261,33,14,60,0.2,182,rough,10,per_gpt,1
1485,8,11,45.19758847934451,29,14,60,0.2,182,rough,10,per_gpt,2
1486,9,13,55.82151722355261,33,14,60,0.2,182,rough,10,per_gpt,2
1487,10,11,45.19758847934451,27,14,60,0.2,182,rough,10,per_gpt,2
1488,0,25,81.4003284113426,63,26,79,0.4,183,rough,10,per_gpt,-1
1489,1,24,59.93402010427997,48,26,79,0.4,183,rough,10,per_gpt,1
1490,2,26,100.0,80,26,79,0.4,183,rough,10,per_gpt,2
1491,3,27,77.89387356153767,62,26,79,0.4,183,rough,10,per_gpt,1
1492,4,28,53.15619748611723,41,26,79,0.4,183,rough,10,per_gpt,1
1493,5,23,71.47031365549677,59,26,79,0.4,183,rough,10,per_gpt,5
1494,6,29,48.01531713828332,37,26,79,0.4,183,rough,10,per_gpt,6
1495,7,22,69.8234010499189,55,26,79,0.4,183,rough,10,per_gpt,7
1496,8,21,46.31139748397245,38,26,79,0.4,183,rough,10,per_gpt,1
1497,9,30,36.32565978712885,29,26,79,0.4,183,rough,10,per_gpt,9
1498,10,26,100.0,78,26,79,0.4,183,rough,10,per_gpt,4
1499,0,7,53.69624383652069,43,14,80,0.4,184,rough,10,per_gpt,-1
1500,1,8,44.476167646166296,35,14,80,0.4,184,rough,10,per_gpt,1
1501,2,9,63.46036384231864,50,14,80,0.4,184,rough,10,per_gpt,1
1502,3,10,60.15967713897674,49,14,80,0.4,184,rough,10,per_gpt,1
1503,4,11,45.19758847934451,35,14,80,0.4,184,rough,10,per_gpt,1
1504,5,9,63.46036384231864,51,14,80,0.4,184,rough,10,per_gpt,2
1505,6,8,44.476167646166296,36,14,80,0.4,184,rough,10,per_gpt,1
1506,7,9,63.46036384231864,51,14,80,0.4,184,rough,10,per_gpt,1
1507,8,7,53.69624383652069,43,14,80,0.4,184,rough,10,per_gpt,2
1508,9,9,63.46036384231864,51,14,80,0.4,184,rough,10,per_gpt,2
1509,10,8,44.476167646166296,37,14,80,0.4,184,rough,10,per_gpt,1
1510,0,13,50.54770096476855,37,28,77,0.0,185,rough,10,per_gpt,-1
1511,1,14,32.22910746306229,24,28,77,0.0,185,rough,10,per_gpt,1
1512,2,15,17.76079874326171,15,28,77,0.0,185,rough,10,per_gpt,1
1513,3,12,43.51451620379443,34,28,77,0.0,185,rough,10,per_gpt,3
1514,4,11,72.03996978707424,58,28,77,0.0,185,rough,10,per_gpt,1
1515,5,10,66.80373901576594,54,28,77,0.0,185,rough,10,per_gpt,1
1516,6,9,93.68246020200908,73,28,77,0.0,185,rough,10,per_gpt,1
1517,7,8,80.42491713976032,61,28,77,0.0,185,rough,10,per_gpt,1
1518,8,7,33.79684085871966,26,28,77,0.0,185,rough,10,per_gpt,1
1519,9,16,31.15455347220192,23,28,77,0.0,185,rough,10,per_gpt,9
1520,10,17,25.96521054784448,18,28,77,0.0,185,rough,10,per_gpt,1
1521,0,11,45.19758847934451,28,14,65,1.0,186,rough,10,per_gpt,-1
1522,1,12,34.88361525184188,23,14,65,1.0,186,rough,10,per_gpt,1
1523,2,13,55.82151722355261,37,14,65,1.0,186,rough,10,per_gpt,1
1524,3,14,16.13739995862394,11,14,65,1.0,186,rough,10,per_gpt,1
1525,4,13,55.82151722355261,37,14,65,1.0,186,rough,10,per_gpt,1
1526,5,15,0.0,0,14,65,1.0,186,rough,10,per_gpt,2
1527,6,13,55.82151722355261,36,14,65,1.0,186,rough,10,per_gpt,2
1528,7,12,34.88361525184188,22,14,65,1.0,186,rough,10,per_gpt,1
1529,8,11,45.19758847934451,29,14,65,1.0,186,rough,10,per_gpt,1
1530,9,13,55.82151722355261,37,14,65,1.0,186,rough,10,per_gpt,2
1531,10,11,45.19758847934451,30,14,65,1.0,186,rough,10,per_gpt,2
1532,0,6,75.67865446378538,61,39,79,0.2,187,rough,10,per_gpt,-1
1533,1,7,52.26275538608246,41,39,79,0.2,187,rough,10,per_gpt,1
1534,2,8,61.40045255617953,49,39,79,0.2,187,rough,10,per_gpt,1
1535,3,9,64.38348745558343,50,39,79,0.2,187,rough,10,per_gpt,1
1536,4,10,63.2929062630902,49,39,79,0.2,187,rough,10,per_gpt,1
1537,5,11,53.04871833631268,41,39,79,0.2,187,rough,10,per_gpt,1
1538,6,9,64.38348745558343,52,39,79,0.2,187,rough,10,per_gpt,2
1539,7,8,61.40045255617953,48,39,79,0.2,187,rough,10,per_gpt,1
1540,8,9,64.38348745558343,52,39,79,0.2,187,rough,10,per_gpt,1
1541,9,8,61.40045255617953,47,39,79,0.2,187,rough,10,per_gpt,1
1542,10,9,64.38348745558343,50,39,79,0.2,187,rough,10,per_gpt,1
1543,0,16,17.83658367237774,12,4,73,0.4,188,rough,10,per_gpt,-1
1544,1,17,57.5954269341993,41,4,73,0.4,188,rough,10,per_gpt,1
1545,2,18,100.0,71,4,73,0.4,188,rough,10,per_gpt,1
1546,3,19,77.40243607870062,56,4,73,0.4,188,rough,10,per_gpt,1
1547,4,20,64.77820583062025,48,4,73,0.4,188,rough,10,per_gpt,1
1548,5,21,77.02227746304062,56,4,73,0.4,188,rough,10,per_gpt,1
1549,6,22,37.68196209714337,27,4,73,0.4,188,rough,10,per_gpt,1
1550,7,19,77.40243607870062,56,4,73,0.4,188,rough,10,per_gpt,3
1551,8,18,100.0,71,4,73,0.4,188,rough,10,per_gpt,1
1552,9,17,57.5954269341993,41,4,73,0.4,188,rough,10,per_gpt,1
1553,10,19,77.40243607870062,58,4,73,0.4,188,rough,10,per_gpt,2
1554,0,5,52.31708257480453,35,21,65,0.0,189,rough,10,per_gpt,-1
1555,1,6,39.83848755684804,27,21,65,0.0,189,rough,10,per_gpt,1
1556,2,4,45.39019357465864,31,21,65,0.0,189,rough,10,per_gpt,2
1557,3,7,57.330198803611175,38,21,65,0.0,189,rough,10,per_gpt,3
1558,4,8,100.0,64,21,65,0.0,189,rough,10,per_gpt,1
1559,5,9,84.05808456138621,55,21,65,0.0,189,rough,10,per_gpt,1
1560,6,10,56.83602999938835,37,21,65,0.0,189,rough,10,per_gpt,1
1561,7,11,38.68276297861786,23,21,65,0.0,189,rough,10,per_gpt,1
1562,8,8,100.0,66,21,65,0.0,189,rough,10,per_gpt,3
1563,9,9,84.05808456138621,54,21,65,0.0,189,rough,10,per_gpt,1
1564,10,8,100.0,65,21,65,0.0,189,rough,10,per_gpt,1
1565,0,11,56.98868188600379,38,16,69,0.2,190,rough,10,per_gpt,-1
1566,1,12,82.59330011836916,57,16,69,0.2,190,rough,10,per_gpt,1
1567,2,13,86.8835439285639,61,16,69,0.2,190,rough,10,per_gpt,1
1568,3,14,97.72802961843044,67,16,69,0.2,190,rough,10,per_gpt,1
1569,4,15,91.9311733296822,62,16,69,0.2,190,rough,10,per_gpt,1
1570,5,16,71.36920581026946,48,16,69,0.2,190,rough,10,per_gpt,1
1571,6,13,86.8835439285639,59,16,69,0.2,190,rough,10,per_gpt,3
1572,7,14,97.72802961843044,68,16,69,0.2,190,rough,10,per_gpt,1
1573,8,15,91.9311733296822,62,16,69,0.2,190,rough,10,per_gpt,1
1574,9,12,82.59330011836916,57,16,69,0.2,190,rough,10,per_gpt,3
1575,10,13,86.8835439285639,59,16,69,0.2,190,rough,10,per_gpt,1
1576,0,25,12.50872307634491,10,36,71,0.4,191,rough,10,per_gpt,-1
1577,1,24,25.63634570668338,19,36,71,0.4,191,rough,10,per_gpt,1
1578,2,23,68.84233521894627,48,36,71,0.4,191,rough,10,per_gpt,1
1579,3,22,63.02775513280877,46,36,71,0.4,191,rough,10,per_gpt,1
1580,4,21,49.54097958895342,37,36,71,0.4,191,rough,10,per_gpt,1
1581,5,23,68.84233521894627,49,36,71,0.4,191,rough,10,per_gpt,2
1582,6,24,25.63634570668338,19,36,71,0.4,191,rough,10,per_gpt,1
1583,7,23,68.84233521894627,49,36,71,0.4,191,rough,10,per_gpt,1
1584,8,22,63.02775513280877,46,36,71,0.4,191,rough,10,per_gpt,1
1585,9,21,49.54097958895342,35,36,71,0.4,191,rough,10,per_gpt,1
1586,10,23,68.84233521894627,49,36,71,0.4,191,rough,10,per_gpt,2
1587,0,12,63.92416897223981,41,17,65,0.0,192,rough,10,per_gpt,-1
1588,1,13,50.703769694252,32,17,65,0.0,192,rough,10,per_gpt,1
1589,2,14,57.96455614624194,38,17,65,0.0,192,rough,10,per_gpt,1
1590,3,15,45.75577789159396,31,17,65,0.0,192,rough,10,per_gpt,1
1591,4,11,81.47763414106512,54,17,65,0.0,192,rough,10,per_gpt,4
1592,5,10,79.59223029272313,49,17,65,0.0,192,rough,10,per_gpt,1
1593,6,9,58.88140616193095,38,17,65,0.0,192,rough,10,per_gpt,1
1594,7,16,74.57633852229868,48,17,65,0.0,192,rough,10,per_gpt,7
1595,8,17,90.4191021346332,59,17,65,0.0,192,rough,10,per_gpt,1
1596,9,18,72.26091630829404,45,17,65,0.0,192,rough,10,per_gpt,1
1597,10,19,59.571316710318754,39,17,65,0.0,192,rough,10,per_gpt,1
1598,0,7,53.69624383652069,41,14,76,0.2,193,rough,10,per_gpt,-1
1599,1,8,44.476167646166296,35,14,76,0.2,193,rough,10,per_gpt,1
1600,2,9,63.46036384231864,48,14,76,0.2,193,rough,10,per_gpt,1
1601,3,10,60.15967713897674,45,14,76,0.2,193,rough,10,per_gpt,1
1602,4,11,45.19758847934451,35,14,76,0.2,193,rough,10,per_gpt,1
1603,5,12,34.88361525184188,26,14,76,0.2,193,rough,10,per_gpt,1
1604,6,9,63.46036384231864,47,14,76,0.2,193,rough,10,per_gpt,3
1605,7,8,44.476167646166296,35,14,76,0.2,193,rough,10,per_gpt,1
1606,8,9,63.46036384231864,49,14,76,0.2,193,rough,10,per_gpt,1
1607,9,7,53.69624383652069,39,14,76,0.2,193,rough,10,per_gpt,2
1608,10,9,63.46036384231864,48,14,76,0.2,193,rough,10,per_gpt,2
1609,0,3,73.95235364103776,48,15,66,0.4,194,rough,10,per_gpt,-1
1610,1,4,99.66837725251273,65,15,66,0.4,194,rough,10,per_gpt,1
1611,2,5,88.36367912011707,57,15,66,0.4,194,rough,10,per_gpt,1
1612,3,6,70.9810145746377,49,15,66,0.4,194,rough,10,per_gpt,1
1613,4,7,76.58262245616496,51,15,66,0.4,194,rough,10,per_gpt,1
1614,5,8,63.60666488499358,43,15,66,0.4,194,rough,10,per_gpt,1
1615,6,9,58.59618548382588,40,15,66,0.4,194,rough,10,per_gpt,1
1616,7,10,78.18645619232797,52,15,66,0.4,194,rough,10,per_gpt,1
1617,8,11,100.0,65,15,66,0.4,194,rough,10,per_gpt,1
1618,9,12,88.92907645532425,60,15,66,0.4,194,rough,10,per_gpt,1
1619,10,13,44.60235164029772,30,15,66,0.4,194,rough,10,per_gpt,1
1620,0,22,27.99582115794313,19,13,74,0.0,195,rough,10,per_gpt,-1
1621,1,23,68.73480977629163,52,13,74,0.0,195,rough,10,per_gpt,1
1622,2,24,85.78289439670664,62,13,74,0.0,195,rough,10,per_gpt,1
1623,3,25,83.5059450382272,60,13,74,0.0,195,rough,10,per_gpt,1
1624,4,26,59.81090253993594,44,13,74,0.0,195,rough,10,per_gpt,1
1625,5,23,68.73480977629163,51,13,74,0.0,195,rough,10,per_gpt,3
1626,6,24,85.78289439670664,64,13,74,0.0,195,rough,10,per_gpt,1
1627,7,25,83.5059450382272,62,13,74,0.0,195,rough,10,per_gpt,1
1628,8,24,85.78289439670664,62,13,74,0.0,195,rough,10,per_gpt,1
1629,9,25,83.5059450382272,62,13,74,0.0,195,rough,10,per_gpt,1
1630,10,24,85.78289439670664,65,13,74,0.0,195,rough,10,per_gpt,1
1631,0,2,75.15699896880876,50,13,66,0.0,196,rough,10,per_gpt,-1
1632,1,3,62.70149631982158,42,13,66,0.0,196,rough,10,per_gpt,1
1633,2,4,47.365935501930615,32,13,66,0.0,196,rough,10,per_gpt,1
1634,3,5,27.98554323027923,19,13,66,0.0,196,rough,10,per_gpt,1
1635,4,1,84.96004955905626,57,13,66,0.0,196,rough,10,per_gpt,4
1636,5,2,75.15699896880876,48,13,66,0.0,196,rough,10,per_gpt,1
1637,6,1,84.96004955905626,56,13,66,0.0,196,rough,10,per_gpt,1
1638,7,2,75.15699896880876,50,13,66,0.0,196,rough,10,per_gpt,1
1639,8,1,84.96004955905626,55,13,66,0.0,196,rough,10,per_gpt,1
1640,9,2,75.15699896880876,51,13,66,0.0,196,rough,10,per_gpt,1
1641,10,1,84.96004955905626,55,13,66,0.0,196,rough,10,per_gpt,1
1642,0,8,44.17233130039695,36,35,80,0.2,197,rough,10,per_gpt,-1
1643,1,7,83.33849639607885,66,35,80,0.2,197,rough,10,per_gpt,1
1644,2,9,6.36024104198758,5,35,80,0.2,197,rough,10,per_gpt,2
1645,3,6,82.90424871720697,67,35,80,0.2,197,rough,10,per_gpt,3
1646,4,5,67.93049776546309,54,35,80,0.2,197,rough,10,per_gpt,1
1647,5,4,71.06776233868139,55,35,80,0.2,197,rough,10,per_gpt,1
1648,6,3,70.15437541434282,58,35,80,0.2,197,rough,10,per_gpt,1
1649,7,2,65.86479884175732,53,35,80,0.2,197,rough,10,per_gpt,1
1650,8,1,52.17974939759648,42,35,80,0.2,197,rough,10,per_gpt,1
1651,9,7,83.33849639607885,68,35,80,0.2,197,rough,10,per_gpt,6
1652,10,6,82.90424871720697,67,35,80,0.2,197,rough,10,per_gpt,1
1653,0,16,75.77169769618892,47,26,60,0.4,198,rough,10,per_gpt,-1
1654,1,17,71.94844488392991,43,26,60,0.4,198,rough,10,per_gpt,1
1655,2,18,54.83808770937888,33,26,60,0.4,198,rough,10,per_gpt,1
1656,3,19,37.81944858611388,23,26,60,0.4,198,rough,10,per_gpt,1
1657,4,15,51.336197522906346,32,26,60,0.4,198,rough,10,per_gpt,4
1658,5,14,42.85533298081983,26,26,60,0.4,198,rough,10,per_gpt,1
1659,6,13,78.56241331318053,49,26,60,0.4,198,rough,10,per_gpt,1
1660,7,12,82.05932079295117,50,26,60,0.4,198,rough,10,per_gpt,1
1661,8,11,58.61022044517238,35,26,60,0.4,198,rough,10,per_gpt,1
1662,9,10,24.398761648124,14,26,60,0.4,198,rough,10,per_gpt,1
1663,10,9,14.4106363990907,9,26,60,0.4,198,rough,10,per_gpt,1
1664,0,13,43.89251374159741,28,21,64,0.0,199,rough,10,per_gpt,-1
1665,1,14,65.10829912939477,42,21,64,0.0,199,rough,10,per_gpt,1
1666,2,15,54.78272881798594,35,21,64,0.0,199,rough,10,per_gpt,1
1667,3,16,56.01893450807077,35,21,64,0.0,199,rough,10,per_gpt,1
1668,4,17,60.44276122661437,39,21,64,0.0,199,rough,10,per_gpt,1
1669,5,18,68.83985028448882,41,21,64,0.0,199,rough,10,per_gpt,1
1670,6,19,56.0421715112876,38,21,64,0.0,199,rough,10,per_gpt,1
1671,7,20,29.143240571882018,18,21,64,0.0,199,rough,10,per_gpt,1
1672,8,19,56.0421715112876,36,21,64,0.0,199,rough,10,per_gpt,1
1673,9,18,68.83985028448882,44,21,64,0.0,199,rough,10,per_gpt,1
1674,10,17,60.44276122661437,39,21,64,0.0,199,rough,10,per_gpt,1
1675,0,22,10.09141435904065,8,8,72,0.2,200,rough,10,per_gpt,-1
1676,1,21,29.95258393964817,22,8,72,0.2,200,rough,10,per_gpt,1
1677,2,23,0.0,1,8,72,0.2,200,rough,10,per_gpt,2
1678,3,20,82.9469592728304,59,8,72,0.2,200,rough,10,per_gpt,3
1679,4,19,100.0,72,8,72,0.2,200,rough,10,per_gpt,1
1680,5,18,53.02106499335952,37,8,72,0.2,200,rough,10,per_gpt,1
1681,6,19,100.0,72,8,72,0.2,200,rough,10,per_gpt,1
1682,7,20,82.9469592728304,60,8,72,0.2,200,rough,10,per_gpt,1
1683,8,21,29.95258393964817,20,8,72,0.2,200,rough,10,per_gpt,1
1684,9,22,10.09141435904065,9,8,72,0.2,200,rough,10,per_gpt,1
1685,10,19,100.0,72,8,72,0.2,200,rough,10,per_gpt,3
1686,0,8,61.46341535903142,40,36,64,0.4,201,rough,10,per_gpt,-1
1687,1,9,69.24734701156649,42,36,64,0.4,201,rough,10,per_gpt,1
1688,2,10,91.38153375049988,59,36,64,0.4,201,rough,10,per_gpt,1
1689,3,11,74.20720550611297,47,36,64,0.4,201,rough,10,per_gpt,1
1690,4,12,50.03253431802426,33,36,64,0.4,201,rough,10,per_gpt,1
1691,5,13,46.79262364569895,29,36,64,0.4,201,rough,10,per_gpt,1
1692,6,10,91.38153375049988,59,36,64,0.4,201,rough,10,per_gpt,3
1693,7,9,69.24734701156649,44,36,64,0.4,201,rough,10,per_gpt,1
1694,8,8,61.46341535903142,40,36,64,0.4,201,rough,10,per_gpt,1
1695,9,10,91.38153375049988,59,36,64,0.4,201,rough,10,per_gpt,2
1696,10,9,69.24734701156649,45,36,64,0.4,201,rough,10,per_gpt,1
1697,0,7,23.15652300534195,15,1,72,0.0,202,rough,10,per_gpt,-1
1698,1,8,15.94931347239507,10,1,72,0.0,202,rough,10,per_gpt,1
1699,2,9,32.03357838361322,24,1,72,0.0,202,rough,10,per_gpt,1
1700,3,10,37.3754941600024,27,1,72,0.0,202,rough,10,per_gpt,1
1701,4,11,1.26150608600196,1,1,72,0.0,202,rough,10,per_gpt,1
1702,5,9,32.03357838361322,24,1,72,0.0,202,rough,10,per_gpt,2
1703,6,8,15.94931347239507,11,1,72,0.0,202,rough,10,per_gpt,1
1704,7,9,32.03357838361322,23,1,72,0.0,202,rough,10,per_gpt,1
1705,8,10,37.3754941600024,27,1,72,0.0,202,rough,10,per_gpt,1
1706,9,9,32.03357838361322,23,1,72,0.0,202,rough,10,per_gpt,1
1707,10,10,37.3754941600024,28,1,72,0.0,202,rough,10,per_gpt,1
1708,0,20,44.59701866343787,35,30,79,0.2,203,rough,10,per_gpt,-1
1709,1,19,30.44167031324064,23,30,79,0.2,203,rough,10,per_gpt,1
1710,2,21,57.699698724975015,45,30,79,0.2,203,rough,10,per_gpt,2
1711,3,22,36.05261036572353,29,30,79,0.2,203,rough,10,per_gpt,1
1712,4,23,12.61732068113072,10,30,79,0.2,203,rough,10,per_gpt,1
1713,5,21,57.699698724975015,45,30,79,0.2,203,rough,10,per_gpt,2
1714,6,20,44.59701866343787,36,30,79,0.2,203,rough,10,per_gpt,1
1715,7,19,30.44167031324064,23,30,79,0.2,203,rough,10,per_gpt,1
1716,8,21,57.699698724975015,46,30,79,0.2,203,rough,10,per_gpt,2
1717,9,22,36.05261036572353,29,30,79,0.2,203,rough,10,per_gpt,1
1718,10,21,57.699698724975015,44,30,79,0.2,203,rough,10,per_gpt,1
1719,0,1,21.25963407235997,14,16,71,0.4,204,rough,10,per_gpt,-1
1720,1,2,51.78657345099678,37,16,71,0.4,204,rough,10,per_gpt,1
