,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,Unnamed: 0.1,horizons,agent,Edistance
311,5,29,38.31773531102703,26,6,63,0.4,140,rough,5.0,5.0,per_gpt,1
312,0,10,69.52364371772217,44,6,64,0.6,141,rough,0.0,5.0,per_gpt,-1
313,1,11,90.15239282341648,59,6,64,0.6,141,rough,1.0,5.0,per_gpt,1
314,2,12,76.1387498210849,49,6,64,0.6,141,rough,2.0,5.0,per_gpt,1
315,3,13,76.55780093565977,50,6,64,0.6,141,rough,3.0,5.0,per_gpt,1
316,4,11,90.15239282341648,57,6,64,0.6,141,rough,4.0,5.0,per_gpt,2
317,5,12,76.1387498210849,47,6,64,0.6,141,rough,5.0,5.0,per_gpt,1
318,0,11,64.59187672257227,48,8,74,0.8,142,rough,0.0,5.0,per_gpt,-1
319,1,12,67.47111689714541,48,8,74,0.8,142,rough,1.0,5.0,per_gpt,1
320,2,13,62.42994293834844,45,8,74,0.8,142,rough,2.0,5.0,per_gpt,1
321,3,14,45.6664753828438,35,8,74,0.8,142,rough,3.0,5.0,per_gpt,1
322,4,15,28.64179026369994,21,8,74,0.8,142,rough,4.0,5.0,per_gpt,1
323,5,14,45.6664753828438,34,8,74,0.8,142,rough,5.0,5.0,per_gpt,1
324,0,15,80.02557402236997,50,6,66,0.0,143,rough,0.0,5.0,per_gpt,-1
325,1,14,63.24338035085822,42,6,66,0.0,143,rough,1.0,5.0,per_gpt,1
326,2,16,41.030890023832676,26,6,66,0.0,143,rough,2.0,5.0,per_gpt,2
327,3,13,76.55780093565977,52,6,66,0.0,143,rough,3.0,5.0,per_gpt,3
328,4,17,66.95509431437915,45,6,66,0.0,143,rough,4.0,5.0,per_gpt,4
329,5,18,99.3617036115647,66,6,66,0.0,143,rough,5.0,5.0,per_gpt,1
330,0,13,32.109106814837,23,12,69,0.2,144,rough,0.0,5.0,per_gpt,-1
331,1,14,50.05065253915097,33,12,69,0.2,144,rough,1.0,5.0,per_gpt,1
332,2,15,100.0,69,12,69,0.2,144,rough,2.0,5.0,per_gpt,1
333,3,16,93.97966312264516,66,12,69,0.2,144,rough,3.0,5.0,per_gpt,1
334,4,17,56.91311997426599,40,12,69,0.2,144,rough,4.0,5.0,per_gpt,1
335,5,15,100.0,69,12,69,0.2,144,rough,5.0,5.0,per_gpt,2
336,0,14,70.64430676403356,41,31,60,0.4,145,rough,0.0,5.0,per_gpt,-1
337,1,15,17.60590048399126,12,31,60,0.4,145,rough,1.0,5.0,per_gpt,1
338,2,13,80.4938827341634,48,31,60,0.4,145,rough,2.0,5.0,per_gpt,2
339,3,12,47.23451879524901,29,31,60,0.4,145,rough,3.0,5.0,per_gpt,1
340,4,11,19.49320066887468,13,31,60,0.4,145,rough,4.0,5.0,per_gpt,1
341,5,13,80.4938827341634,48,31,60,0.4,145,rough,5.0,5.0,per_gpt,2
342,0,21,62.66453393296296,45,11,73,0.6,146,rough,0.0,5.0,per_gpt,-1
343,1,22,100.0,71,11,73,0.6,146,rough,1.0,5.0,per_gpt,1
344,2,23,90.42537794871029,68,11,73,0.6,146,rough,2.0,5.0,per_gpt,1
345,3,24,54.03152451819,39,11,73,0.6,146,rough,3.0,5.0,per_gpt,1
346,4,22,100.0,71,11,73,0.6,146,rough,4.0,5.0,per_gpt,2
347,5,23,90.42537794871029,66,11,73,0.6,146,rough,5.0,5.0,per_gpt,1
348,0,25,22.812430421273337,16,3,67,0.8,147,rough,0.0,5.0,per_gpt,-1
349,1,24,40.63879208887522,30,3,67,0.8,147,rough,1.0,5.0,per_gpt,1
350,2,26,40.88361096806592,28,3,67,0.8,147,rough,2.0,5.0,per_gpt,2
351,3,23,52.039615625924675,36,3,67,0.8,147,rough,3.0,5.0,per_gpt,3
352,4,22,72.57926713384931,49,3,67,0.8,147,rough,4.0,5.0,per_gpt,1
353,5,21,48.46633284295411,34,3,67,0.8,147,rough,5.0,5.0,per_gpt,1
354,0,28,60.44870459832244,38,32,63,0.0,148,rough,0.0,5.0,per_gpt,-1
355,1,27,26.17951544510665,16,32,63,0.0,148,rough,1.0,5.0,per_gpt,1
356,2,29,98.09360855690082,62,32,63,0.0,148,rough,2.0,5.0,per_gpt,2
357,3,30,89.5503278936511,55,32,63,0.0,148,rough,3.0,5.0,per_gpt,1
358,4,29,98.09360855690082,65,32,63,0.0,148,rough,4.0,5.0,per_gpt,1
359,5,30,89.5503278936511,57,32,63,0.0,148,rough,5.0,5.0,per_gpt,1
360,0,28,48.98029578623707,34,39,69,0.2,149,rough,0.0,5.0,per_gpt,-1
361,1,27,70.89349803742489,48,39,69,0.2,149,rough,1.0,5.0,per_gpt,1
362,2,26,64.40316899953508,46,39,69,0.2,149,rough,2.0,5.0,per_gpt,1
363,3,29,24.74996645945452,18,39,69,0.2,149,rough,3.0,5.0,per_gpt,3
364,4,30,39.60173404653874,27,39,69,0.2,149,rough,4.0,5.0,per_gpt,1
365,5,25,32.36147808661719,20,39,69,0.2,149,rough,5.0,5.0,per_gpt,5
366,0,29,38.31773531102703,29,6,78,0.4,14,rough,0.0,10.0,per_gpt,-1
367,1,28,29.3347055914774,22,6,78,0.4,14,rough,1.0,10.0,per_gpt,1
368,2,30,30.24807842952647,24,6,78,0.4,14,rough,2.0,10.0,per_gpt,2
369,3,27,48.30834947879356,38,6,78,0.4,14,rough,3.0,10.0,per_gpt,3
370,4,26,97.63356965186142,77,6,78,0.4,14,rough,4.0,10.0,per_gpt,1
371,5,25,100.0,78,6,78,0.4,14,rough,5.0,10.0,per_gpt,1
372,6,24,65.90812806609082,52,6,78,0.4,14,rough,6.0,10.0,per_gpt,1
373,7,23,23.23678397811582,17,6,78,0.4,14,rough,7.0,10.0,per_gpt,1
374,8,25,100.0,77,6,78,0.4,14,rough,8.0,10.0,per_gpt,2
375,9,26,97.63356965186142,76,6,78,0.4,14,rough,9.0,10.0,per_gpt,1
376,10,25,100.0,78,6,78,0.4,14,rough,10.0,10.0,per_gpt,1
377,0,26,66.6330894572117,49,5,72,0.4,150,rough,0.0,5.0,per_gpt,-1
378,1,25,40.06644947951733,28,5,72,0.4,150,rough,1.0,5.0,per_gpt,1
379,2,27,28.120578718979377,20,5,72,0.4,150,rough,2.0,5.0,per_gpt,2
380,3,28,30.827413559079492,23,5,72,0.4,150,rough,3.0,5.0,per_gpt,1
381,4,29,18.467205465018242,13,5,72,0.4,150,rough,4.0,5.0,per_gpt,1
382,5,26,66.6330894572117,48,5,72,0.4,150,rough,5.0,5.0,per_gpt,3
383,0,27,68.56716851248802,44,21,66,0.6,151,rough,0.0,5.0,per_gpt,-1
384,1,26,33.90786089482476,22,21,66,0.6,151,rough,1.0,5.0,per_gpt,1
385,2,28,55.028737471933354,37,21,66,0.6,151,rough,2.0,5.0,per_gpt,2
386,3,29,10.42331415032915,5,21,66,0.6,151,rough,3.0,5.0,per_gpt,1
387,4,28,55.028737471933354,37,21,66,0.6,151,rough,4.0,5.0,per_gpt,1
388,5,30,31.60131356517615,21,21,66,0.6,151,rough,5.0,5.0,per_gpt,2
389,0,16,41.59930159605165,25,14,61,0.8,152,rough,0.0,5.0,per_gpt,-1
390,1,15,0.0,0,14,61,0.8,152,rough,1.0,5.0,per_gpt,1
391,2,17,78.7374658536536,48,14,61,0.8,152,rough,2.0,5.0,per_gpt,2
392,3,18,67.5474460709207,42,14,61,0.8,152,rough,3.0,5.0,per_gpt,1
393,4,17,78.7374658536536,49,14,61,0.8,152,rough,4.0,5.0,per_gpt,1
394,5,18,67.5474460709207,41,14,61,0.8,152,rough,5.0,5.0,per_gpt,1
395,0,30,78.50046870876527,55,16,73,0.0,153,rough,0.0,5.0,per_gpt,-1
396,1,29,62.788732993932896,46,16,73,0.0,153,rough,1.0,5.0,per_gpt,1
397,2,28,29.499234619536193,23,16,73,0.0,153,rough,2.0,5.0,per_gpt,1
398,3,27,36.05984490454925,27,16,73,0.0,153,rough,3.0,5.0,per_gpt,1
399,4,26,53.912965256018275,39,16,73,0.0,153,rough,4.0,5.0,per_gpt,1
400,5,25,75.80719409544609,56,16,73,0.0,153,rough,5.0,5.0,per_gpt,1
401,0,1,23.24227532396827,17,39,75,0.2,154,rough,0.0,5.0,per_gpt,-1
402,1,2,19.84737685939584,15,39,75,0.2,154,rough,1.0,5.0,per_gpt,1
403,2,3,35.07404596018232,26,39,75,0.2,154,rough,2.0,5.0,per_gpt,1
404,3,4,52.92811322108019,39,39,75,0.2,154,rough,3.0,5.0,per_gpt,1
405,4,5,69.89511580656345,52,39,75,0.2,154,rough,4.0,5.0,per_gpt,1
406,5,6,75.67865446378538,57,39,75,0.2,154,rough,5.0,5.0,per_gpt,1
407,0,29,18.467205465018242,14,5,73,0.4,155,rough,0.0,5.0,per_gpt,-1
408,1,28,30.827413559079492,22,5,73,0.4,155,rough,1.0,5.0,per_gpt,1
409,2,30,15.80960749615406,10,5,73,0.4,155,rough,2.0,5.0,per_gpt,2
410,3,27,28.120578718979377,21,5,73,0.4,155,rough,3.0,5.0,per_gpt,3
411,4,26,66.6330894572117,49,5,73,0.4,155,rough,4.0,5.0,per_gpt,1
412,5,25,40.06644947951733,29,5,73,0.4,155,rough,5.0,5.0,per_gpt,1
413,0,4,45.39019357465864,34,21,74,0.6,156,rough,0.0,5.0,per_gpt,-1
414,1,5,52.31708257480453,38,21,74,0.6,156,rough,1.0,5.0,per_gpt,1
415,2,6,39.83848755684804,29,21,74,0.6,156,rough,2.0,5.0,per_gpt,1
416,3,5,52.31708257480453,37,21,74,0.6,156,rough,3.0,5.0,per_gpt,1
417,4,4,45.39019357465864,35,21,74,0.6,156,rough,4.0,5.0,per_gpt,1
418,5,5,52.31708257480453,40,21,74,0.6,156,rough,5.0,5.0,per_gpt,1
419,0,25,40.06644947951733,29,5,73,0.8,157,rough,0.0,5.0,per_gpt,-1
420,1,26,66.6330894572117,49,5,73,0.8,157,rough,1.0,5.0,per_gpt,1
421,2,27,28.120578718979377,21,5,73,0.8,157,rough,2.0,5.0,per_gpt,1
422,3,28,30.827413559079492,22,5,73,0.8,157,rough,3.0,5.0,per_gpt,1
423,4,24,27.24262820992521,21,5,73,0.8,157,rough,4.0,5.0,per_gpt,4
424,5,23,40.05841299083471,28,5,73,0.8,157,rough,5.0,5.0,per_gpt,1
425,0,14,55.617281832915765,34,10,60,0.0,158,rough,0.0,5.0,per_gpt,-1
426,1,15,62.15778629619544,37,10,60,0.0,158,rough,1.0,5.0,per_gpt,1
427,2,16,100.0,62,10,60,0.0,158,rough,2.0,5.0,per_gpt,1
428,3,17,51.87488927640268,32,10,60,0.0,158,rough,3.0,5.0,per_gpt,1
429,4,16,100.0,59,10,60,0.0,158,rough,4.0,5.0,per_gpt,1
430,5,15,62.15778629619544,36,10,60,0.0,158,rough,5.0,5.0,per_gpt,1
431,0,1,100.0,76,1,75,0.2,159,rough,0.0,5.0,per_gpt,-1
432,1,2,81.53321391064478,60,1,75,0.2,159,rough,1.0,5.0,per_gpt,1
433,2,3,41.34728038717976,33,1,75,0.2,159,rough,2.0,5.0,per_gpt,1
434,3,4,31.80503625435589,24,1,75,0.2,159,rough,3.0,5.0,per_gpt,1
435,4,1,100.0,76,1,75,0.2,159,rough,4.0,5.0,per_gpt,3
436,5,2,81.53321391064478,60,1,75,0.2,159,rough,5.0,5.0,per_gpt,1
437,0,27,68.76939662487835,51,35,74,0.0,15,rough,0.0,10.0,per_gpt,-1
438,1,26,3.5270865441179597,3,35,74,0.0,15,rough,1.0,10.0,per_gpt,1
439,2,28,78.70925015637397,55,35,74,0.0,15,rough,2.0,10.0,per_gpt,2
440,3,29,32.96021588141457,26,35,74,0.0,15,rough,3.0,10.0,per_gpt,1
441,4,30,13.75575494981467,10,35,74,0.0,15,rough,4.0,10.0,per_gpt,1
442,5,28,78.70925015637397,58,35,74,0.0,15,rough,5.0,10.0,per_gpt,2
443,6,27,68.76939662487835,50,35,74,0.0,15,rough,6.0,10.0,per_gpt,1
444,7,29,32.96021588141457,25,35,74,0.0,15,rough,7.0,10.0,per_gpt,2
445,8,28,78.70925015637397,59,35,74,0.0,15,rough,8.0,10.0,per_gpt,1
446,9,27,68.76939662487835,51,35,74,0.0,15,rough,9.0,10.0,per_gpt,1
447,10,28,78.70925015637397,59,35,74,0.0,15,rough,10.0,10.0,per_gpt,1
448,0,7,31.934758913010917,23,32,76,0.4,160,rough,0.0,5.0,per_gpt,-1
449,1,8,52.56582530956621,41,32,76,0.4,160,rough,1.0,5.0,per_gpt,1
450,2,9,48.39501523011206,37,32,76,0.4,160,rough,2.0,5.0,per_gpt,1
451,3,10,56.073824928205006,44,32,76,0.4,160,rough,3.0,5.0,per_gpt,1
452,4,11,89.21054362455297,68,32,76,0.4,160,rough,4.0,5.0,per_gpt,1
453,5,12,71.64094353001286,54,32,76,0.4,160,rough,5.0,5.0,per_gpt,1
454,0,8,63.60666488499358,50,15,76,0.6,161,rough,0.0,5.0,per_gpt,-1
455,1,7,76.58262245616496,56,15,76,0.6,161,rough,1.0,5.0,per_gpt,1
456,2,9,58.59618548382588,45,15,76,0.6,161,rough,2.0,5.0,per_gpt,2
457,3,6,70.9810145746377,53,15,76,0.6,161,rough,3.0,5.0,per_gpt,3
458,4,10,78.18645619232797,58,15,76,0.6,161,rough,4.0,5.0,per_gpt,4
459,5,11,100.0,75,15,76,0.6,161,rough,5.0,5.0,per_gpt,1
460,0,11,64.59187672257227,40,8,60,0.8,162,rough,0.0,5.0,per_gpt,-1
461,1,12,67.47111689714541,40,8,60,0.8,162,rough,1.0,5.0,per_gpt,1
462,2,13,62.42994293834844,38,8,60,0.8,162,rough,2.0,5.0,per_gpt,1
463,3,11,64.59187672257227,40,8,60,0.8,162,rough,3.0,5.0,per_gpt,2
464,4,12,67.47111689714541,40,8,60,0.8,162,rough,4.0,5.0,per_gpt,1
465,5,11,64.59187672257227,39,8,60,0.8,162,rough,5.0,5.0,per_gpt,1
466,0,21,100.0,70,9,70,0.0,163,rough,0.0,5.0,per_gpt,-1
467,1,22,83.47780606466038,58,9,70,0.0,163,rough,1.0,5.0,per_gpt,1
468,2,23,65.4786424640036,47,9,70,0.0,163,rough,2.0,5.0,per_gpt,1
469,3,24,57.07736925532901,41,9,70,0.0,163,rough,3.0,5.0,per_gpt,1
470,4,25,61.89322608612229,42,9,70,0.0,163,rough,4.0,5.0,per_gpt,1
471,5,26,78.72973791698153,56,9,70,0.0,163,rough,5.0,5.0,per_gpt,1
472,0,8,81.72115470632542,50,34,61,0.2,164,rough,0.0,5.0,per_gpt,-1
473,1,9,52.46454200640559,31,34,61,0.2,164,rough,1.0,5.0,per_gpt,1
474,2,7,100.0,61,34,61,0.2,164,rough,2.0,5.0,per_gpt,2
475,3,6,63.95516827179778,38,34,61,0.2,164,rough,3.0,5.0,per_gpt,1
476,4,7,100.0,61,34,61,0.2,164,rough,4.0,5.0,per_gpt,1
477,5,8,81.72115470632542,51,34,61,0.2,164,rough,5.0,5.0,per_gpt,1
478,0,17,49.36618876172163,39,5,76,0.4,165,rough,0.0,5.0,per_gpt,-1
479,1,18,60.048151597398636,46,5,76,0.4,165,rough,1.0,5.0,per_gpt,1
480,2,19,58.356552241477175,45,5,76,0.4,165,rough,2.0,5.0,per_gpt,1
481,3,20,76.69492119463357,57,5,76,0.4,165,rough,3.0,5.0,per_gpt,1
482,4,21,65.33633979104735,51,5,76,0.4,165,rough,4.0,5.0,per_gpt,1
483,5,22,55.44472142397148,41,5,76,0.4,165,rough,5.0,5.0,per_gpt,1
484,0,27,0.0,0,12,79,0.6,166,rough,0.0,5.0,per_gpt,-1
485,1,28,8.38380014718469,7,12,79,0.6,166,rough,1.0,5.0,per_gpt,1
486,2,26,23.7218640360439,18,12,79,0.6,166,rough,2.0,5.0,per_gpt,2
487,3,25,30.15625382890858,25,12,79,0.6,166,rough,3.0,5.0,per_gpt,1
488,4,24,25.67957678917096,19,12,79,0.6,166,rough,4.0,5.0,per_gpt,1
489,5,23,37.765921513171854,30,12,79,0.6,166,rough,5.0,5.0,per_gpt,1
490,0,9,52.46454200640559,43,34,80,0.8,167,rough,0.0,5.0,per_gpt,-1
491,1,10,1.96978253756903,3,34,80,0.8,167,rough,1.0,5.0,per_gpt,1
492,2,8,81.72115470632542,65,34,80,0.8,167,rough,2.0,5.0,per_gpt,2
493,3,7,100.0,80,34,80,0.8,167,rough,3.0,5.0,per_gpt,1
494,4,6,63.95516827179778,52,34,80,0.8,167,rough,4.0,5.0,per_gpt,1
495,5,5,30.91599977992969,22,34,80,0.8,167,rough,5.0,5.0,per_gpt,1
496,0,25,90.02294822519872,64,0,71,0.0,168,rough,0.0,5.0,per_gpt,-1
497,1,24,72.55729840707092,53,0,71,0.0,168,rough,1.0,5.0,per_gpt,1
498,2,26,100.0,70,0,71,0.0,168,rough,2.0,5.0,per_gpt,2
499,3,27,64.88557604985617,48,0,71,0.0,168,rough,3.0,5.0,per_gpt,1
500,4,26,100.0,73,0,71,0.0,168,rough,4.0,5.0,per_gpt,1
501,5,25,90.02294822519872,66,0,71,0.0,168,rough,5.0,5.0,per_gpt,1
502,0,24,29.54206500372349,22,17,72,0.2,169,rough,0.0,5.0,per_gpt,-1
503,1,25,49.57695194975224,34,17,72,0.2,169,rough,1.0,5.0,per_gpt,1
504,2,26,50.837389412921,37,17,72,0.2,169,rough,2.0,5.0,per_gpt,1
505,3,27,54.90802756920385,39,17,72,0.2,169,rough,3.0,5.0,per_gpt,1
506,4,28,64.27444382856763,44,17,72,0.2,169,rough,4.0,5.0,per_gpt,1
507,5,29,87.14406805005027,65,17,72,0.2,169,rough,5.0,5.0,per_gpt,1
508,0,3,26.869533362810248,18,2,61,0.2,16,rough,0.0,10.0,per_gpt,-1
509,1,4,21.43865690809701,12,2,61,0.2,16,rough,1.0,10.0,per_gpt,1
510,2,5,33.83567745988567,21,2,61,0.2,16,rough,2.0,10.0,per_gpt,1
511,3,6,64.97501954458332,39,2,61,0.2,16,rough,3.0,10.0,per_gpt,1
512,4,7,94.31653125242438,57,2,61,0.2,16,rough,4.0,10.0,per_gpt,1
513,5,8,100.0,62,2,61,0.2,16,rough,5.0,10.0,per_gpt,1
514,6,9,71.07425431413056,44,2,61,0.2,16,rough,6.0,10.0,per_gpt,1
515,7,10,54.971380445168315,33,2,61,0.2,16,rough,7.0,10.0,per_gpt,1
516,8,7,94.31653125242438,58,2,61,0.2,16,rough,8.0,10.0,per_gpt,3
517,9,8,100.0,62,2,61,0.2,16,rough,9.0,10.0,per_gpt,1
518,10,7,94.31653125242438,60,2,61,0.2,16,rough,10.0,10.0,per_gpt,1
519,0,9,34.15178539738536,22,11,69,0.4,170,rough,0.0,5.0,per_gpt,-1
520,1,10,47.30356284276829,31,11,69,0.4,170,rough,1.0,5.0,per_gpt,1
521,2,11,22.333136842948,14,11,69,0.4,170,rough,2.0,5.0,per_gpt,1
522,3,12,0.0,0,11,69,0.4,170,rough,3.0,5.0,per_gpt,1
523,4,11,22.333136842948,17,11,69,0.4,170,rough,4.0,5.0,per_gpt,1
524,5,10,47.30356284276829,32,11,69,0.4,170,rough,5.0,5.0,per_gpt,1
525,0,18,7.855315204274629,7,16,68,0.6,171,rough,0.0,5.0,per_gpt,-1
526,1,17,17.43362605622301,12,16,68,0.6,171,rough,1.0,5.0,per_gpt,1
527,2,19,45.37776382900899,33,16,68,0.6,171,rough,2.0,5.0,per_gpt,2
528,3,20,49.32949311874184,34,16,68,0.6,171,rough,3.0,5.0,per_gpt,1
529,4,21,72.90238090100134,50,16,68,0.6,171,rough,4.0,5.0,per_gpt,1
530,5,22,96.96616606726825,66,16,68,0.6,171,rough,5.0,5.0,per_gpt,1
531,0,12,76.1387498210849,51,6,67,0.8,172,rough,0.0,5.0,per_gpt,-1
532,1,13,76.55780093565977,53,6,67,0.8,172,rough,1.0,5.0,per_gpt,1
533,2,14,63.24338035085822,43,6,67,0.8,172,rough,2.0,5.0,per_gpt,1
534,3,13,76.55780093565977,51,6,67,0.8,172,rough,3.0,5.0,per_gpt,1
535,4,12,76.1387498210849,52,6,67,0.8,172,rough,4.0,5.0,per_gpt,1
536,5,13,76.55780093565977,53,6,67,0.8,172,rough,5.0,5.0,per_gpt,1
537,0,10,32.78364053239185,24,27,72,0.0,173,rough,0.0,5.0,per_gpt,-1
538,1,11,45.75123080614167,32,27,72,0.0,173,rough,1.0,5.0,per_gpt,1
539,2,12,94.09712118395116,67,27,72,0.0,173,rough,2.0,5.0,per_gpt,1
540,3,13,58.598796063226224,43,27,72,0.0,173,rough,3.0,5.0,per_gpt,1
541,4,12,94.09712118395116,68,27,72,0.0,173,rough,4.0,5.0,per_gpt,1
542,5,13,58.598796063226224,41,27,72,0.0,173,rough,5.0,5.0,per_gpt,1
543,0,29,21.86514944411457,17,31,79,0.2,174,rough,0.0,5.0,per_gpt,-1
544,1,28,34.00266406178336,28,31,79,0.2,174,rough,1.0,5.0,per_gpt,1
545,2,27,54.13646569395,43,31,79,0.2,174,rough,2.0,5.0,per_gpt,1
546,3,26,69.2300066185932,54,31,79,0.2,174,rough,3.0,5.0,per_gpt,1
547,4,25,57.31028356294354,45,31,79,0.2,174,rough,4.0,5.0,per_gpt,1
548,5,24,57.68066711540059,46,31,79,0.2,174,rough,5.0,5.0,per_gpt,1
549,0,7,100.0,72,34,71,0.4,175,rough,0.0,5.0,per_gpt,-1
550,1,6,63.95516827179778,45,34,71,0.4,175,rough,1.0,5.0,per_gpt,1
551,2,8,81.72115470632542,57,34,71,0.4,175,rough,2.0,5.0,per_gpt,2
552,3,9,52.46454200640559,38,34,71,0.4,175,rough,3.0,5.0,per_gpt,1
553,4,10,1.96978253756903,0,34,71,0.4,175,rough,4.0,5.0,per_gpt,1
554,5,7,100.0,72,34,71,0.4,175,rough,5.0,5.0,per_gpt,3
555,0,2,26.99007478325084,19,14,66,0.6,176,rough,0.0,5.0,per_gpt,-1
556,1,3,21.35064742428969,15,14,66,0.6,176,rough,1.0,5.0,per_gpt,1
557,2,1,10.66972834210079,6,14,66,0.6,176,rough,2.0,5.0,per_gpt,2
558,3,4,30.48609313062981,19,14,66,0.6,176,rough,3.0,5.0,per_gpt,3
559,4,5,25.184441594235068,17,14,66,0.6,176,rough,4.0,5.0,per_gpt,1
560,5,6,43.35090635080776,27,14,66,0.6,176,rough,5.0,5.0,per_gpt,1
561,0,30,71.91672931400127,49,24,67,0.8,177,rough,0.0,5.0,per_gpt,-1
562,1,29,88.27396954958824,60,24,67,0.8,177,rough,1.0,5.0,per_gpt,1
563,2,28,48.607401979459404,33,24,67,0.8,177,rough,2.0,5.0,per_gpt,1
564,3,29,88.27396954958824,57,24,67,0.8,177,rough,3.0,5.0,per_gpt,1
565,4,30,71.91672931400127,46,24,67,0.8,177,rough,4.0,5.0,per_gpt,1
566,5,29,88.27396954958824,60,24,67,0.8,177,rough,5.0,5.0,per_gpt,1
567,0,18,68.83985028448882,41,21,61,0.0,178,rough,0.0,5.0,per_gpt,-1
568,1,17,60.44276122661437,38,21,61,0.0,178,rough,1.0,5.0,per_gpt,1
569,2,19,56.0421715112876,34,21,61,0.0,178,rough,2.0,5.0,per_gpt,2
570,3,20,29.143240571882018,18,21,61,0.0,178,rough,3.0,5.0,per_gpt,1
571,4,16,56.01893450807077,37,21,61,0.0,178,rough,4.0,5.0,per_gpt,4
572,5,15,54.78272881798594,33,21,61,0.0,178,rough,5.0,5.0,per_gpt,1
573,0,19,52.105453911277685,40,38,74,1.0,179,smooth,0.0,5.0,per_gpt,-1
574,1,18,79.86207438684062,58,38,74,1.0,179,smooth,1.0,5.0,per_gpt,1
575,2,17,98.7140844853686,73,38,74,1.0,179,smooth,2.0,5.0,per_gpt,1
576,3,16,100.0,73,38,74,1.0,179,smooth,3.0,5.0,per_gpt,1
577,4,20,24.61864913489307,18,38,74,1.0,179,smooth,4.0,5.0,per_gpt,4
578,5,18,79.86207438684062,60,38,74,1.0,179,smooth,5.0,5.0,per_gpt,2
579,0,19,25.70548916436322,17,39,69,0.4,17,rough,0.0,10.0,per_gpt,-1
580,1,18,65.09898737549125,45,39,69,0.4,17,rough,1.0,10.0,per_gpt,1
581,2,20,0.0,1,39,69,0.4,17,rough,2.0,10.0,per_gpt,2
582,3,17,100.0,70,39,69,0.4,17,rough,3.0,10.0,per_gpt,3
583,4,16,67.27279360336192,45,39,69,0.4,17,rough,4.0,10.0,per_gpt,1
584,5,15,20.92814497667947,13,39,69,0.4,17,rough,5.0,10.0,per_gpt,1
585,6,14,30.3211362265867,21,39,69,0.4,17,rough,6.0,10.0,per_gpt,1
586,7,13,52.1415600930469,38,39,69,0.4,17,rough,7.0,10.0,per_gpt,1
587,8,12,57.807288408091395,39,39,69,0.4,17,rough,8.0,10.0,per_gpt,1
588,9,11,53.04871833631268,36,39,69,0.4,17,rough,9.0,10.0,per_gpt,1
589,10,18,65.09898737549125,46,39,69,0.4,17,rough,10.0,10.0,per_gpt,7
590,0,24,27.24262820992521,18,5,65,1.0,180,rough,0.0,5.0,per_gpt,-1
591,1,23,40.05841299083471,27,5,65,1.0,180,rough,1.0,5.0,per_gpt,1
592,2,25,40.06644947951733,27,5,65,1.0,180,rough,2.0,5.0,per_gpt,2
593,3,26,66.6330894572117,43,5,65,1.0,180,rough,3.0,5.0,per_gpt,1
594,4,27,28.120578718979377,17,5,65,1.0,180,rough,4.0,5.0,per_gpt,1
595,5,26,66.6330894572117,46,5,65,1.0,180,rough,5.0,5.0,per_gpt,1
596,0,23,77.47025507107568,58,20,74,1.0,181,smooth,0.0,5.0,per_gpt,-1
597,1,24,63.768631591018845,49,20,74,1.0,181,smooth,1.0,5.0,per_gpt,1
598,2,22,90.48837591118988,66,20,74,1.0,181,smooth,2.0,5.0,per_gpt,2
599,3,21,99.92988013845073,74,20,74,1.0,181,smooth,3.0,5.0,per_gpt,1
600,4,20,100.0,74,20,74,1.0,181,smooth,4.0,5.0,per_gpt,1
601,5,19,86.57050895916107,64,20,74,1.0,181,smooth,5.0,5.0,per_gpt,1
602,0,7,29.56105779742147,20,39,66,1.0,182,smooth,0.0,5.0,per_gpt,-1
603,1,8,31.67226085845242,23,39,66,1.0,182,smooth,1.0,5.0,per_gpt,1
604,2,9,36.57613955093161,24,39,66,1.0,182,smooth,2.0,5.0,per_gpt,1
605,3,10,42.05217824270238,27,39,66,1.0,182,smooth,3.0,5.0,per_gpt,1
606,4,11,50.88855575082933,36,39,66,1.0,182,smooth,4.0,5.0,per_gpt,1
607,5,12,67.1471361237324,44,39,66,1.0,182,smooth,5.0,5.0,per_gpt,1
608,0,21,58.18764764422084,38,31,62,1.0,183,smooth,0.0,5.0,per_gpt,-1
609,1,22,100.0,63,31,62,1.0,183,smooth,1.0,5.0,per_gpt,1
610,2,23,82.48194593184054,52,31,62,1.0,183,smooth,2.0,5.0,per_gpt,1
611,3,24,28.271857383708,19,31,62,1.0,183,smooth,3.0,5.0,per_gpt,1
612,4,22,100.0,62,31,62,1.0,183,smooth,4.0,5.0,per_gpt,2
613,5,23,82.48194593184054,50,31,62,1.0,183,smooth,5.0,5.0,per_gpt,1
614,0,27,70.07990645578091,45,23,63,1.0,184,rough,0.0,5.0,per_gpt,-1
615,1,28,87.3062679733712,54,23,63,1.0,184,rough,1.0,5.0,per_gpt,1
616,2,29,94.9224105566015,61,23,63,1.0,184,rough,2.0,5.0,per_gpt,1
617,3,26,94.18013116297989,60,23,63,1.0,184,rough,3.0,5.0,per_gpt,3
618,4,25,100.0,62,23,63,1.0,184,rough,4.0,5.0,per_gpt,1
619,5,24,70.46905508594735,44,23,63,1.0,184,rough,5.0,5.0,per_gpt,1
620,0,12,43.3641137234982,28,20,64,1.0,185,smooth,0.0,10.0,per_gpt,-1
621,1,13,34.73188344611166,24,20,64,1.0,185,smooth,1.0,10.0,per_gpt,1
